Using configfile tools/sidid/sidid.cfg
--- SIDId engine classification for HVSC #85 (hvsc85/).
--- generator: tools/sidid (upstream cadaver/sidid @ ee92b8d96d9dda6d06d24674740577ddcbfe4f79 2026-07-14), SIDId V1.09,
---   PATCHED to not truncate paths at 56 chars -- see tools/sidid_no_truncate.patch.
MUSICIANS/S/Schneider_Markus/Mess_to_All.sid             Soundmonitor
MUSICIANS/S/Schneider_Markus/Move.sid                    Geir_Tjelta/Comptech-X
MUSICIANS/S/Schneider_Markus/Musical_Madness_tune_1.sid  Soundmonitor
MUSICIANS/S/Schneider_Markus/Musical_Madness_tune_2.sid  MoN/FutureComposer
MUSICIANS/S/Schneider_Markus/Musical_Madness_tune_3.sid  Soundmonitor
MUSICIANS/S/Schneider_Markus/Next_Round_tune_1.sid       Geir_Tjelta/Comptech-X
MUSICIANS/S/Schneider_Markus/No_Mercy.sid                LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Opportunities.sid           MoN/FutureComposer
MUSICIANS/S/Schneider_Markus/Paramount_Dreams.sid        LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Paranom.sid                 X-Ample
MUSICIANS/S/Schneider_Markus/Platou.sid                  LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Project_S_O_L.sid           X-Ample
MUSICIANS/S/Schneider_Markus/Projekt_Prometheus.sid      X-Ample
MUSICIANS/S/Schneider_Markus/Read_n_Blast_tune_1.sid     Soundmonitor
MUSICIANS/S/Schneider_Markus/Read_n_Blast_tune_2.sid     MoN/FutureComposer
MUSICIANS/S/Schneider_Markus/Rhenus_Demo.sid             LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Rhenus_Demo_88.sid          LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Rolling_Ronny.sid           X-Ample
MUSICIANS/S/Schneider_Markus/Second_World.sid            X-Ample
MUSICIANS/S/Schneider_Markus/Shake_Your_Brain_tune_2.sid MoN/FutureComposer
MUSICIANS/S/Schneider_Markus/Shake_Your_Brain_tune_3.sid MoN/FutureComposer
MUSICIANS/S/Schneider_Markus/Shake_Your_Brain_tune_4.sid MoN/FutureComposer
MUSICIANS/S/Schneider_Markus/Strike_Force_Introtune.sid  LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Stuemp.sid                  X-Ample
MUSICIANS/S/Schneider_Markus/TLI_Intro_1.sid             MoN/FutureComposer
MUSICIANS/S/Schneider_Markus/TLI_Intro_2.sid             MoN/FutureComposer
MUSICIANS/S/Schneider_Markus/Think_Cross.sid             X-Ample
MUSICIANS/S/Schneider_Markus/Ticke_Tip.sid               Soundmonitor
MUSICIANS/S/Schneider_Markus/Timerunner.sid              LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Timezone.sid                LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Tit_Bit.sid                 X-Ample
MUSICIANS/S/Schneider_Markus/Trans_World.sid             X-Ample
MUSICIANS/S/Schneider_Markus/Transfer.sid                X-Ample
MUSICIANS/S/Schneider_Markus/True_Face.sid               Soundmonitor
MUSICIANS/S/Schneider_Markus/Turn_It_II.sid              X-Ample
MUSICIANS/S/Schneider_Markus/VandaliSID.sid              Geir_Tjelta/Comptech-X
MUSICIANS/S/Schneider_Markus/Vectormania.sid             LordsOfSonics/MS
MUSICIANS/S/Schneider_Markus/Warrior_of_Darkness.sid     X-Ample
MUSICIANS/S/Schneider_Markus/Xiphoids.sid                X-Ample
MUSICIANS/S/Schneider_Markus/Yawn.sid                    X-Ample
MUSICIANS/S/Schneider_Markus/Zozoom.sid                  X-Ample
MUSICIANS/S/School/Hollowman.sid                         GoatTracker_V1.x
MUSICIANS/S/School/Short_Wave_Ruin.sid                   GoatTracker_V1.x
MUSICIANS/S/School/Thomk.sid                             GoatTracker_V1.x
MUSICIANS/S/Schubert_Michael/1st_Demo_of_1987.sid        Soundmonitor
MUSICIANS/S/Schubert_Michael/Always.sid                  Soundmonitor
MUSICIANS/S/Schubert_Michael/Always_on_My_Mind.sid       Soundmonitor
MUSICIANS/S/Schubert_Michael/Comedians.sid               Soundmonitor
MUSICIANS/S/Schubert_Michael/Cry_for_Koto.sid            Soundmonitor
MUSICIANS/S/Schubert_Michael/Cyber_People.sid            Master_Composer
MUSICIANS/S/Schubert_Michael/Dan_of_Kairo.sid            Soundmonitor
MUSICIANS/S/Schubert_Michael/Dark_Voices.sid             Soundmonitor
MUSICIANS/S/Schubert_Michael/Final_Countdown.sid         Soundmonitor
MUSICIANS/S/Schubert_Michael/I_Just_Died_in_Your_Arms.sid Soundmonitor
MUSICIANS/S/Schubert_Michael/Ice_in_the_Sunshine.sid     Master_Composer
MUSICIANS/S/Schubert_Michael/JMS_Sounds_1.sid            Soundmonitor
MUSICIANS/S/Schubert_Michael/JMS_Sounds_2.sid            Soundmonitor
MUSICIANS/S/Schubert_Michael/Jingle_Bells_V1.sid         Soundmonitor
MUSICIANS/S/Schubert_Michael/Jingle_Bells_V2.sid         Soundmonitor
MUSICIANS/S/Schubert_Michael/Koto.sid                    Master_Composer
MUSICIANS/S/Schubert_Michael/Legend.sid                  Soundmonitor
MUSICIANS/S/Schubert_Michael/Lessons_in_Love.sid         Master_Composer
MUSICIANS/S/Schubert_Michael/Mike_Oldfield.sid           Master_Composer
MUSICIANS/S/Schubert_Michael/Over_and_Out.sid            Soundmonitor
MUSICIANS/S/Schubert_Michael/Quatermain.sid              Master_Composer
MUSICIANS/S/Schubert_Michael/Savoury_the_2nd.sid         Soundmonitor
MUSICIANS/S/Schubert_Michael/Sierra_Nova.sid             Soundmonitor
MUSICIANS/S/Schubert_Michael/Tai-Wong.sid                Soundmonitor
MUSICIANS/S/Schubert_Michael/Thorn_in_My_Side.sid        Soundmonitor
MUSICIANS/S/Schubert_Michael/Three_Time_Mix.sid          Soundmonitor
MUSICIANS/S/Schubert_Michael/Top_Gun.sid                 Soundmonitor
MUSICIANS/S/Schubert_Michael/Under_Attack.sid            Master_Composer
MUSICIANS/S/Schuette_Joerg/Born_in_Fire_3.sid            Soundmonitor
MUSICIANS/S/Schuette_Joerg/Fictious_Time.sid             Soundmonitor
MUSICIANS/S/Schuette_Joerg/Firetown.sid                  Soundmonitor
MUSICIANS/S/Schuette_Joerg/Great_Recording.sid           Soundmonitor
MUSICIANS/S/Schuette_Joerg/Its_Like_Stereo.sid           Soundmonitor
MUSICIANS/S/Schuette_Joerg/Secret_Emotiones.sid          Soundmonitor
MUSICIANS/S/Schuette_Joerg/Song_1.sid                    Soundmonitor
MUSICIANS/S/Schuette_Joerg/Special_1.sid                 Soundmonitor
MUSICIANS/S/Schuette_Joerg/Suicide_Lover.sid             Soundmonitor
MUSICIANS/S/Schuette_Joerg/Titel_2.sid                   Soundmonitor
MUSICIANS/S/Schutten_Martijn/Autumn_Leaves.sid           20CC
MUSICIANS/S/Schutten_Martijn/Battle_Bars.sid             20CC
MUSICIANS/S/Schutten_Martijn/Bobix.sid                   Martijn_Schutten
MUSICIANS/S/Schutten_Martijn/Compo_Tune.sid              20CC
MUSICIANS/S/Schutten_Martijn/Cult_of_Dancefloor.sid      20CC
MUSICIANS/S/Schutten_Martijn/Disc-o-very.sid             Martijn_Schutten
MUSICIANS/S/Schutten_Martijn/Duck_Digi_z.sid             20CC
MUSICIANS/S/Schutten_Martijn/Eat_My_Pussy_part_1.sid     Music_Assembler
MUSICIANS/S/Schutten_Martijn/Eat_My_Pussy_part_2.sid     Music_Assembler
MUSICIANS/S/Schutten_Martijn/Flute_Song.sid              20CC
MUSICIANS/S/Schutten_Martijn/Fred_the_Fruiter.sid        Martijn_Schutten
MUSICIANS/S/Schutten_Martijn/Galactic_Chaos.sid          Martijn_Schutten
MUSICIANS/S/Schutten_Martijn/Gypsy_Woman.sid             20CC
MUSICIANS/S/Schutten_Martijn/Happy_Birthday_Music.sid    20CC
MUSICIANS/S/Schutten_Martijn/I_Want_It_All.sid           20CC
MUSICIANS/S/Schutten_Martijn/Legend_Intro.sid            20CC
MUSICIANS/S/Schutten_Martijn/Lemmings_Preview.sid        Martijn_Schutten
MUSICIANS/S/Schutten_Martijn/Martijn_Schutten_01.sid     20CC
MUSICIANS/S/Schutten_Martijn/POP_Intro.sid               Music_Assembler
MUSICIANS/S/Schutten_Martijn/Paradance_Intro_Tune.sid    20CC
MUSICIANS/S/Schutten_Martijn/Pok_Zax.sid                 20CC
MUSICIANS/S/Schutten_Martijn/Power-Mania_intro.sid       MoN/FutureComposer
MUSICIANS/S/Schutten_Martijn/Puzzle_Mania.sid            20CC
MUSICIANS/S/Schutten_Martijn/Reign_of_Pain_part_1.sid    Music_Assembler
MUSICIANS/S/Schutten_Martijn/Relax.sid                   Martijn_Schutten
MUSICIANS/S/Schutten_Martijn/Rep_Tune.sid                20CC
MUSICIANS/S/Schutten_Martijn/Sonny_the_Snail.sid         Martijn_Schutten
MUSICIANS/S/Schutten_Martijn/Speedy_Slug.sid             20CC
MUSICIANS/S/Schutten_Martijn/Spooky.sid                  20CC
MUSICIANS/S/Schutten_Martijn/Tendance_loader.sid         20CC
MUSICIANS/S/Schutten_Martijn/Tendance_part_3.sid         Music_Assembler
MUSICIANS/S/Schutten_Martijn/Tendance_part_4.sid         Music_Assembler
MUSICIANS/S/Schutten_Martijn/Tendance_part_6.sid         Music_Assembler
MUSICIANS/S/Schutten_Martijn/Tendance_part_7.sid         Music_Assembler
MUSICIANS/S/Schutten_Martijn/Troddlers_preview.sid       Martijn_Schutten
MUSICIANS/S/Schutten_Martijn/Verdict_Intro.sid           Music_Assembler
MUSICIANS/S/Schutten_Martijn/Verdict_Intro_03.sid        20CC
MUSICIANS/S/Scorpio/Bonghaar.sid                         JCH_NewPlayer
MUSICIANS/S/Scorpio/Channel_42_Intro.sid                 JCH_NewPlayer
MUSICIANS/S/Scorpio/Channel_42_Intro_2.sid               JCH_NewPlayer
MUSICIANS/S/Scorpio/Flexible.sid                         JCH_NewPlayer
MUSICIANS/S/Scorpio/Mix.sid                              JCH_NewPlayer
MUSICIANS/S/Scorpio/Scorp_ance.sid                       JCH_NewPlayer
MUSICIANS/S/Scorpion/Assembly_95_Invitation_tune_1.sid   Artline_Designs
MUSICIANS/S/Scorpion/Assembly_95_Invitation_tune_2.sid   Artline_Designs
MUSICIANS/S/Scorpion/Fascinating_the_end.sid             MoN/FutureComposer
MUSICIANS/S/Scorpion/Shameless.sid                       Artline_Designs
MUSICIANS/S/Scorpion/Short_Pause.sid                     Artline_Designs
MUSICIANS/S/Scorpion/Tune_3.sid                          Artline_Designs
MUSICIANS/S/Scortia/1.sid                                Music_Assembler
MUSICIANS/S/Scortia/Alibi_Mix.sid                        SkyLine_Editor
MUSICIANS/S/Scortia/Ass-Ash.sid                          SkyLine_Editor
MUSICIANS/S/Scortia/Blueshit.sid                         JCH_NewPlayer
MUSICIANS/S/Scortia/Canes.sid                            JCH_NewPlayer
MUSICIANS/S/Scortia/Cold_Toe.sid                         Music_Assembler
MUSICIANS/S/Scortia/Conch.sid                            Music_Assembler
MUSICIANS/S/Scortia/CoverGirl_Strip_Poker.sid            JCH_NewPlayer
MUSICIANS/S/Scortia/DXYCP_Scroll.sid                     Vibrants/Laxity
MUSICIANS/S/Scortia/Detectdick.sid                       JCH_NewPlayer
MUSICIANS/S/Scortia/End_of_the_Demo.sid                  Music_Assembler
MUSICIANS/S/Scortia/Equinox.sid                          JCH_NewPlayer
MUSICIANS/S/Scortia/Eskimoice.sid                        Music_Assembler
MUSICIANS/S/Scortia/Fisken_Rambuk.sid                    SkyLine_Editor
MUSICIANS/S/Scortia/Fjeasing.sid                         SkyLine_Editor
MUSICIANS/S/Scortia/Foamcandy.sid                        Music_Assembler
MUSICIANS/S/Scortia/Fresh_Breath.sid                     Music_Assembler
MUSICIANS/S/Scortia/Fusion.sid                           JCH_NewPlayer
MUSICIANS/S/Scortia/Hard_Glide.sid                       JCH_NewPlayer
MUSICIANS/S/Scortia/Holy_Father.sid                      Music_Assembler
MUSICIANS/S/Scortia/Horizon.sid                          JCH_NewPlayer
MUSICIANS/S/Scortia/Hybrid_TV.sid                        Music_Assembler
MUSICIANS/S/Scortia/In_Pass.sid                          JCH_NewPlayer
MUSICIANS/S/Scortia/In_the_Mood_Mix.sid                  Vibrants/Laxity
MUSICIANS/S/Scortia/Indersved.sid                        JCH_NewPlayer
MUSICIANS/S/Scortia/Intro_worktune.sid                   JCH_NewPlayer
MUSICIANS/S/Scortia/Jol_Clown.sid                        JCH_NewPlayer
MUSICIANS/S/Scortia/Jump_Up.sid                          JCH_NewPlayer
MUSICIANS/S/Scortia/Kloroform.sid                        JCH_NewPlayer
MUSICIANS/S/Scortia/Lance_of_Age.sid                     Music_Assembler
MUSICIANS/S/Scortia/Lethal_C.sid                         Vibrants/Laxity
MUSICIANS/S/Scortia/Loop.sid                             JCH_NewPlayer
MUSICIANS/S/Scortia/Maelke-Ib.sid                        JCH_NewPlayer
MUSICIANS/S/Scortia/Nebulas.sid                          JCH_NewPlayer
MUSICIANS/S/Scortia/Nebulas_v1.sid                       JCH_NewPlayer
MUSICIANS/S/Scortia/Nossefunk.sid                        JCH_NewPlayer
MUSICIANS/S/Scortia/Pop_eye.sid                          Music_Assembler
MUSICIANS/S/Scortia/Raisen.sid                           Music_Assembler
MUSICIANS/S/Scortia/Rosanner.sid                         JCH_NewPlayer
MUSICIANS/S/Scortia/Spacemilk.sid                        Vibrants/Laxity
MUSICIANS/S/Scortia/Sump_worktune.sid                    JCH_NewPlayer
MUSICIANS/S/Scortia/Temple_Du.sid                        JCH_NewPlayer
MUSICIANS/S/Scortia/Terania.sid                          JCH_NewPlayer
MUSICIANS/S/Scortia/Thai_Myth.sid                        JCH_NewPlayer
MUSICIANS/S/Scortia/Tjainese_Pops.sid                    CheeseCutter_2.x
MUSICIANS/S/Scortia/Unboxed_Rubricked_6581.sid           CheeseCutter_2.x
MUSICIANS/S/Scortia/Unboxed_Rubricked_8580.sid           CheeseCutter_2.x
MUSICIANS/S/Scortia/Unboxed_Rubricked_Outro.sid          CheeseCutter_2.x
MUSICIANS/S/Scortia/Weird_Funk.sid                       Music_Assembler
MUSICIANS/S/Scott_Ian/7_Tage_Rausch_tune_1.sid           Vibrants/Laxity
MUSICIANS/S/Scott_Ian/7_Tage_Rausch_tune_2.sid           Vibrants/Laxity
MUSICIANS/S/Scott_Ian/7_Tage_Rausch_tune_3.sid           Vibrants/Laxity
MUSICIANS/S/Scott_Ian/7_Tage_Rausch_tune_4.sid           Vibrants/Laxity
MUSICIANS/S/Scott_Ian/Party-Demo_part_3.sid              Vibrants/Laxity
MUSICIANS/S/Scout/4_in_a_Row.sid                         GoatTracker_V2.x
MUSICIANS/S/Scout/Accumulator.sid                        John_Player
MUSICIANS/S/Scout/Astma.sid                              John_Player
MUSICIANS/S/Scout/Broken_Glass.sid                       John_Player
MUSICIANS/S/Scout/Enter_the_Crypt.sid                    John_Player
MUSICIANS/S/Scout/Hema_and_Troep_Intro.sid               John_Player
MUSICIANS/S/Scout/Rave_da_Scene_part_1.sid               Scout_Digi
MUSICIANS/S/Scout/Rave_da_Scene_part_2.sid               Scout_Digi
MUSICIANS/S/Scout/Scouts_House.sid                       Scout_Digi
MUSICIANS/S/Scout/Tim_in_Italie.sid                      John_Player
MUSICIANS/S/Scrap/Depressions.sid                        Soundmonitor
MUSICIANS/S/Scrap/Fine_Time.sid                          TGS_Digi
MUSICIANS/S/Scrap/Happyness.sid                          Soundmonitor
MUSICIANS/S/Scrap/Olympics_Tune.sid                      Soundmonitor
MUSICIANS/S/Scroll/4_Sideborder_DYCP.sid                 Music_Assembler
MUSICIANS/S/Scroll/Big_Awake_tune_4.sid                  Soundmonitor
MUSICIANS/S/Scroll/Big_Awake_tune_6.sid                  Soundmonitor
MUSICIANS/S/Scroll/Big_Awake_tune_8.sid                  MoN/FutureComposer
MUSICIANS/S/Scroll/Blekkstraale.sid                      Music_Assembler
MUSICIANS/S/Scroll/Christmas_tune_1.sid                  Soundmonitor
MUSICIANS/S/Scroll/Christmas_tune_4.sid                  MoN/FutureComposer
MUSICIANS/S/Scroll/Christmas_tune_5.sid                  MoN/FutureComposer
MUSICIANS/S/Scroll/Combined.sid                          GKGM
MUSICIANS/S/Scroll/Fart_Analyzer.sid                     Music_Assembler
MUSICIANS/S/Scroll/Fewl_Suppe.sid                        Music_Assembler
MUSICIANS/S/Scroll/Final_Challenge.sid                   Music_Assembler
MUSICIANS/S/Scroll/Friar_Tuch.sid                        Music_Assembler
MUSICIANS/S/Scroll/Gallemann.sid                         Music_Assembler
MUSICIANS/S/Scroll/Grybesang.sid                         Music_Assembler
MUSICIANS/S/Scroll/Hoppesang.sid                         Music_Assembler
MUSICIANS/S/Scroll/Invisible_1.sid                       Music_Assembler
MUSICIANS/S/Scroll/Invisible_tune_1.sid                  Music_Assembler
MUSICIANS/S/Scroll/Ka_Farsken_tune_1.sid                 MoN/FutureComposer
MUSICIANS/S/Scroll/Ka_Farsken_tune_2.sid                 Music_Assembler
MUSICIANS/S/Scroll/Ka_Farsken_tune_4.sid                 Music_Assembler
MUSICIANS/S/Scroll/Ka_Farsken_tune_5.sid                 Music_Assembler
MUSICIANS/S/Scroll/Ka_Farsken_tune_6.sid                 Music_Assembler
MUSICIANS/S/Scroll/Labourtorium.sid                      Music_Assembler
MUSICIANS/S/Scroll/Linkesalat.sid                        Music_Assembler
MUSICIANS/S/Scroll/Lour_Serenade.sid                     Music_Assembler
MUSICIANS/S/Scroll/MT-32_Konv.sid                        Music_Assembler
MUSICIANS/S/Scroll/Megazine_1_tune_1.sid                 MoN/Bjerregaard
MUSICIANS/S/Scroll/Muggsag.sid                           Music_Assembler
MUSICIANS/S/Scroll/Oversleiv.sid                         Music_Assembler
MUSICIANS/S/Scroll/Piece_of_Cake_2_part_2.sid            Audiomaster_V2
MUSICIANS/S/Scroll/Piece_of_Cake_2_part_7.sid            Audiomaster_V2
MUSICIANS/S/Scroll/Prosonix_Koedd.sid                    Music_Assembler
MUSICIANS/S/Scroll/Salt_og_Petter.sid                    Music_Assembler
MUSICIANS/S/Scroll/Sample_Muzax.sid                      Soundmonitor
MUSICIANS/S/Scroll/Sodasopp.sid                          Music_Assembler
MUSICIANS/S/Scroll/Spaceport_2.sid                       Music_Assembler
MUSICIANS/S/Scroll/Star_Power_III.sid                    MoN/Bjerregaard
MUSICIANS/S/Scroll/Turbo_Modul.sid                       Music_Assembler
MUSICIANS/S/Scroll/Uralfjellvals.sid                     Music_Assembler
MUSICIANS/S/Sean/Ansi_Apples.sid                         DefleMask_v12
MUSICIANS/S/Sean/Auto_Ore_Farm.sid                       DefleMask_v12
MUSICIANS/S/Sean/Basic_Beat.sid                          DefleMask_v12
MUSICIANS/S/Sean/Jolly_Festivity.sid                     DefleMask_v12
MUSICIANS/S/Sean/Learning_to_Kick-flip.sid               DefleMask_v12
MUSICIANS/S/Sean/Wearer_of_Masks.sid                     DefleMask_v12
MUSICIANS/S/Sebuko/GlorySID64.sid                        GoatTracker_V2.x
MUSICIANS/S/Sebuko/Hickhack.sid                          GoatTracker_V2.x
MUSICIANS/S/Sebuko/Ordilatricus.sid                      GoatTracker_V2.x
MUSICIANS/S/Sebuko/Running_Away.sid                      GoatTracker_V2.x
MUSICIANS/S/Sellberg_Rasmus/Do_You_Really_Want_Me.sid    DMC
MUSICIANS/S/Sellberg_Rasmus/Samba_Jaxx.sid               DMC
MUSICIANS/S/Sellberg_Rasmus/Summer_Love.sid              DMC
MUSICIANS/S/Selles_Ward/Boys_Boys_Boys.sid               Rob_Hubbard
MUSICIANS/S/Selles_Ward/Chauvinism.sid                   Soundmonitor
MUSICIANS/S/Selles_Ward/Contact_Demo.sid                 Rob_Hubbard
MUSICIANS/S/Selles_Ward/Crocketts_Theme.sid              Soundmonitor
MUSICIANS/S/Selles_Ward/Dignified_tune_2.sid             Hans_Siemons
MUSICIANS/S/Selles_Ward/Dignified_tune_4.sid             Hans_Siemons
MUSICIANS/S/Selles_Ward/Dignified_tune_5.sid             Hans_Siemons
MUSICIANS/S/Selles_Ward/Eligible-tune.sid                Hans_Siemons
MUSICIANS/S/Selles_Ward/Eyecatcher.sid                   Rob_Hubbard
MUSICIANS/S/Selles_Ward/Farmers-song.sid                 Rob_Hubbard
MUSICIANS/S/Selles_Ward/Hard_Rock_n_Riffs.sid            Rob_Hubbard
MUSICIANS/S/Selles_Ward/Holiday_Demo_part_1.sid          Soundmonitor
MUSICIANS/S/Selles_Ward/Holiday_Demo_part_2.sid          Soundmonitor
MUSICIANS/S/Selles_Ward/Its_Garry_Shandling_Show.sid     Rob_Hubbard
MUSICIANS/S/Selles_Ward/Jingle_Bells.sid                 Rob_Hubbard
MUSICIANS/S/Selles_Ward/Jippie.sid                       Rob_Hubbard
MUSICIANS/S/Selles_Ward/La_Isla_Bonita.sid               Soundmonitor
MUSICIANS/S/Selles_Ward/Little_tune_in_REDs_player.sid   Jeroen_Kimmel
MUSICIANS/S/Selles_Ward/Little_tune_in_TMCs_player.sid   MoN/FutureComposer
MUSICIANS/S/Selles_Ward/Not_Bad.sid                      Rob_Hubbard
MUSICIANS/S/Selles_Ward/Quard.sid                        Rob_Hubbard
MUSICIANS/S/Selles_Ward/Ronnys_Movie_2.sid               Soundmonitor
MUSICIANS/S/Selles_Ward/Spriffs.sid                      Rob_Hubbard
MUSICIANS/S/Selles_Ward/Spriffs_II.sid                   Rob_Hubbard
MUSICIANS/S/Selles_Ward/Thingum-demo_part_1.sid          Jeroen_Kimmel
MUSICIANS/S/Selles_Ward/Thingum-demo_part_2.sid          Hans_Siemons
MUSICIANS/S/Selles_Ward/Voor_morgen.sid                  Rob_Hubbard
MUSICIANS/S/Selles_Ward/Wauh.sid                         Rob_Hubbard
MUSICIANS/S/Selles_Ward/Wheeled_Fortune.sid              Hans_Siemons
MUSICIANS/S/Selles_Ward/Wheeled_Fortune_v2.sid           Rob_Hubbard
